collDate,routeId,routeNm,linkId,startNodeId,startNodeNm,endNodeId,endNodeNm,spd,vol,trvlTime,linkDelayTime,congGrade
2026-08-05 21:09:45.0,1020000651,분당수서로,2050028700,2040005800,수진동4715,2040007800,태평지하차도,74,0,55,0,1
2026-08-05 21:09:45.0,1020000651,분당수서로,2060104700,2060034100,초림지하차도,2060032900,백현지하차도,27,0,22,0,3
2026-08-05 21:09:45.0,1020000651,분당수서로,2050029000,2040007800,태평지하차도,2040006000,탄천IC,75,0,49,0,1
2026-08-05 20:59:13.0,1020000651,분당수서로,2060055200,2060018100,정자지하차도,2060019700,신한은행백궁지점,55,0,17,0,1
2026-08-05 21:09:45.0,1020000651,분당수서로,2060104600,2060032900,백현지하차도,2060034100,초림지하차도,24,0,24,0,3
2026-08-05 21:10:00.0,1020000651,분당수서로,2050008100,2040004900,탄천교,2050005900,탄천IC,74,0,13,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2040414000,2050007200,수진2동,2050006500,단대천교,40,0,41,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2040414300,2040006000,탄천IC,2050006500,단대천교,79,0,21,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2040414400,2040006000,탄천IC,2050006900,탄천IC,26,0,62,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060127900,2060041500,매송지하차도,2060003100,매송사거리,16,0,78,0,3
2026-08-05 21:10:00.0,1020000651,분당수서로,2060124900,2060039500,매송지하차도,2060003100,매송사거리,45,0,22,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060127800,2060003100,매송사거리,2060041500,매송지하차도,38,0,35,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060130700,2060041700,매송지하차도,2060041500,매송지하차도,16,0,11,0,3
2026-08-05 21:10:00.0,1020000651,분당수서로,2060130600,2060041500,매송지하차도,2060041700,매송지하차도,38,0,5,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060131100,2060041900,방아교입구,2060041700,매송지하차도,60,0,20,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060125100,2060039500,매송지하차도,2060041700,매송지하차도,60,0,39,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060131000,2060041700,매송지하차도,2060041900,방아교입구,60,0,22,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060131500,2060042600,매송2교,2060041900,방아교입구,60,0,4,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060131400,2060041900,방아교입구,2060042600,매송2교,60,0,5,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060134000,2060043200,벌말지하차도,2060042600,매송2교,60,0,23,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060134100,2060042600,매송2교,2060043200,벌말지하차도,60,0,26,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060135600,2060044900,벌말사거리,2060043200,벌말지하차도,31,0,29,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060135800,2060047700,벌말지하차도,2060043200,벌말지하차도,70,0,31,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060135700,2060043200,벌말지하차도,2060044900,벌말사거리,18,0,50,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060141700,2060047400,벌말지하차도삼거리,2060044900,벌말사거리,28,0,41,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060141600,2060044900,벌말사거리,2060047400,벌말지하차도삼거리,18,0,63,0,2
2026-08-05 21:09:43.0,1020000651,분당수서로,1040020201,1040000200,청담대교북측,1040007000,청담대교,40,0,47,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2050017000,2050005900,탄천IC,2040005800,수진동4715,74,0,21,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2040414100,2040005500,탄천IC,2040005800,수진동4715,40,0,19,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2040414200,2040005800,수진동4715,2040007800,태평지하차도,74,0,30,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2040014100,2040009300,태평지하차도,2040007800,태평지하차도,69,0,18,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060358100,2060109000,성남시분당구-용인시수,2060077900,구미동197-14,77,0,35,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060135900,2060043200,벌말지하차도,2060047700,벌말지하차도,60,0,33,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060149400,2060047400,벌말지하차도삼거리,2060047700,벌말지하차도,18,0,3,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060150000,2040004600,탄천교,2060047700,벌말지하차도,70,0,51,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060071800,2060022500,백현지하차도,2060025300,궁내교,22,0,44,0,3
2026-08-05 21:10:00.0,1020000651,분당수서로,2060081000,2060030600,백현사거리,2060025300,궁내교,22,0,136,0,3
2026-08-05 21:10:00.0,1020000651,분당수서로,2060037000,2060012300,티맥스타워,2060012700,신세계빌라,57,0,22,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060038100,2060013200,GS주유소금곡,2060012700,신세계빌라,49,0,26,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060038200,2060018100,정자지하차도,2060012700,신세계빌라,54,0,36,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060040200,2060013200,GS주유소금곡,2060015800,분당정자로서단,40,0,35,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060048700,2060018100,정자지하차도,2060015800,분당정자로서단,34,0,32,0,2
2026-08-05 21:10:00.0,1020000651,분당수서로,2060071700,2060025300,궁내교,2060022500,백현지하차도,16,0,60,0,3
2026-08-05 21:10:00.0,1020000651,분당수서로,2060071900,2060032900,백현지하차도,2060022500,백현지하차도,67,0,41,0,1
2026-08-05 21:10:00.0,1020000651,분당수서로,2060061200,2060019700,신한은행백궁지점,2060022500,백현지하차도,22,0,28,0,3
2026-08-05 21:12:00.0,1020000651,분당수서로,1220341500,1220015900,강남구-송파구,1220063000,수서동하니움아파트,77,55,27,0,1
